"tradetype","districtofficecode","districtofficename","countryoforigin","countryoforiginname","countryofdestination","countryofdestinationname","tariff","statisticalunit","transportcode","transportcodedescription","yearmonth","calendaryear","tariffanddescription","statisticalquantity","customsvalue","worldregion"
"Imports","JSA","O.R. Tambo Int Airport","AE","United Arab Emirates","ZA","South Africa","18062010","KG","04","Air","201301","2013","18062010 - Chocolate and sugar confectionery containing cocoa","1","637","ASIA"
"Imports","JHB","Johannesburg","TW","Taiwan","ZA","South Africa","18062010","KG","01","Maritime","201301","2013","18062010 - Chocolate and sugar confectionery containing cocoa","154.25","440","ASIA"
"Imports","CTN","Cape Town","AT","Austria","ZA","South Africa","18062010","KG","01","Maritime","201301","2013","18062010 - Chocolate and sugar confectionery containing cocoa","16473.66","621597","EUROPE"
"Imports","JSA","O.R. Tambo Int Airport","GB","United Kingdom","ZA","South Africa","18062010","KG","04","Air","201301","2013","18062010 - Chocolate and sugar confectionery containing cocoa","1.1","384","EUROPE"
"Imports","JSA","O.R. Tambo Int Airport","IT","Italy","ZA","South Africa","18062010","KG","04","Air","201301","2013","18062010 - Chocolate and sugar confectionery containing cocoa","0.4","286","EUROPE"
"Imports","JSA","O.R. Tambo Int Airport","US","United States","ZA","South Africa","18062010","KG","04","Air","201301","2013","18062010 - Chocolate and sugar confectionery containing cocoa","1","1402","AMERICA"
"Imports","MSB","Maseru Bridge","LS","Lesotho","ZA","South Africa","18062010","KG","03","Road","201301","2013","18062010 - Chocolate and sugar confectionery containing cocoa","10","512","AFRICA"
"Imports","OSH","Oshoek","SZ","Swaziland","ZA","South Africa","18062010","KG","03","Road","201301","2013","18062010 - Chocolate and sugar confectionery containing cocoa","658.5","10603","AFRICA"
"Imports","JHB","Johannesburg","NL","Netherlands","ZA","South Africa","18062010","KG","01","Maritime","201301","2013","18062010 - Chocolate and sugar confectionery containing cocoa","132","2743","EUROPE"
"Imports","KFN","Kopfontein","BW","Botswana","ZA","South Africa","18062010","KG","03","Road","201301","2013","18062010 - Chocolate and sugar confectionery containing cocoa","226","1991","AFRICA"
"Imports","CTN","Cape Town","BE","Belgium","ZA","South Africa","18062010","KG","01","Maritime","201305","2013","18062010 - Chocolate and sugar confectionery containing cocoa","1","343","EUROPE"
"Imports","CTN","Cape Town","BR","Brazil","ZA","South Africa","18062010","KG","01","Maritime","201305","2013","18062010 - Chocolate and sugar confectionery containing cocoa","2950","54926","AMERICA"
"Imports","CTN","Cape Town","CH","Switzerland","ZA","South Africa","18062010","KG","01","Maritime","201305","2013","18062010 - Chocolate and sugar confectionery containing cocoa","1500","72326","EUROPE"
"Imports","DBN","Durban","BE","Belgium","ZA","South Africa","18062010","KG","01","Maritime","201305","2013","18062010 - Chocolate and sugar confectionery containing cocoa","32360","1161876","EUROPE"
"Imports","DBN","Durban","MY","Malaysia","ZA","South Africa","18062010","KG","01","Maritime","201305","2013","18062010 - Chocolate and sugar confectionery containing cocoa","12000","311553","ASIA"
"Imports","DBN","Durban","SG","Singapore","ZA","South Africa","18062010","KG","01","Maritime","201305","2013","18062010 - Chocolate and sugar confectionery containing cocoa","16400","478970","ASIA"
"Imports","DFM","Cape Town Int Airport","CH","Switzerland","ZA","South Africa","18062010","KG","04","Air","201305","2013","18062010 - Chocolate and sugar confectionery containing cocoa","0.01","99","EUROPE"
"Imports","JHB","Johannesburg","DE","Germany","ZA","South Africa","18062010","KG","01","Maritime","201305","2013","18062010 - Chocolate and sugar confectionery containing cocoa","3.78","277","EUROPE"
"Imports","JHB","Johannesburg","BE","Belgium","ZA","South Africa","18062010","KG","01","Maritime","201305","2013","18062010 - Chocolate and sugar confectionery containing cocoa","282.48","17710","EUROPE"
"Imports","JHB","Johannesburg","GB","United Kingdom","ZA","South Africa","18062010","KG","01","Maritime","201305","2013","18062010 - Chocolate and sugar confectionery containing cocoa","5.07","40","EUROPE"
"Imports","JHB","Johannesburg","PL","Poland","ZA","South Africa","18062010","KG","01","Maritime","201305","2013","18062010 - Chocolate and sugar confectionery containing cocoa","8200","275350","EUROPE"
"Imports","JSA","O.R. Tambo Int Airport","IT","Italy","ZA","South Africa","18062010","KG","04","Air","201305","2013","18062010 - Chocolate and sugar confectionery containing cocoa","1346","456838","EUROPE"
"Imports","JSA","O.R. Tambo Int Airport","NZ","New Zealand","ZA","South Africa","18062010","KG","04","Air","201305","2013","18062010 - Chocolate and sugar confectionery containing cocoa","0.5","158","OCEANIA"
"Imports","OSH","Oshoek","SZ","Swaziland","ZA","South Africa","18062010","KG","03","Road","201305","2013","18062010 - Chocolate and sugar confectionery containing cocoa","29","11942","AFRICA"
"Imports","KFN","Kopfontein","BW","Botswana","ZA","South Africa","18062010","KG","03","Road","201305","2013","18062010 - Chocolate and sugar confectionery containing cocoa","48","778","AFRICA"
"Imports","JSA","O.R. Tambo Int Airport","US","United States","ZA","South Africa","18062010","KG","04","Air","201306","2013","18062010 - Chocolate and sugar confectionery containing cocoa","5","399","AMERICA"
"Imports","JSA","O.R. Tambo Int Airport","IT","Italy","ZA","South Africa","18062010","KG","04","Air","201306","2013","18062010 - Chocolate and sugar confectionery containing cocoa","360","130703","EUROPE"
"Imports","JSA","O.R. Tambo Int Airport","JP","Japan","ZA","South Africa","18062010","KG","04","Air","201306","2013","18062010 - Chocolate and sugar confectionery containing cocoa","0.39","12","ASIA"
"Imports","JSA","O.R. Tambo Int Airport","DE","Germany","ZA","South Africa","18062010","KG","04","Air","201306","2013","18062010 - Chocolate and sugar confectionery containing cocoa","408","32342","EUROPE"
"Imports","JSA","O.R. Tambo Int Airport","BE","Belgium","ZA","South Africa","18062010","KG","04","Air","201306","2013","18062010 - Chocolate and sugar confectionery containing cocoa","500","21196","EUROPE"
"Imports","JHB","Johannesburg","PL","Poland","ZA","South Africa","18062010","KG","01","Maritime","201306","2013","18062010 - Chocolate and sugar confectionery containing cocoa","8200","289370","EUROPE"
"Imports","JHB","Johannesburg","NL","Netherlands","ZA","South Africa","18062010","KG","01","Maritime","201306","2013","18062010 - Chocolate and sugar confectionery containing cocoa","60","1834","EUROPE"
"Imports","JHB","Johannesburg","DE","Germany","ZA","South Africa","18062010","KG","01","Maritime","201306","2013","18062010 - Chocolate and sugar confectionery containing cocoa","29.52","1863","EUROPE"
"Imports","DBN","Durban","SG","Singapore","ZA","South Africa","18062010","KG","01","Maritime","201306","2013","18062010 - Chocolate and sugar confectionery containing cocoa","104425","3085092","ASIA"
"Imports","DBN","Durban","CH","Switzerland","ZA","South Africa","18062010","KG","01","Maritime","201306","2013","18062010 - Chocolate and sugar confectionery containing cocoa","960","48411","EUROPE"
"Imports","DBN","Durban","BE","Belgium","ZA","South Africa","18062010","KG","01","Maritime","201306","2013","18062010 - Chocolate and sugar confectionery containing cocoa","51840","1935664","EUROPE"
"Imports","CTN","Cape Town","CH","Switzerland","ZA","South Africa","18062010","KG","01","Maritime","201306","2013","18062010 - Chocolate and sugar confectionery containing cocoa","816","42584","EUROPE"
"Imports","CTN","Cape Town","CH","Switzerland","ZA","South Africa","18062010","KG","01","Maritime","201307","2013","18062010 - Chocolate and sugar confectionery containing cocoa","3591.67","196769","EUROPE"
"Imports","CTN","Cape Town","GB","United Kingdom","ZA","South Africa","18062010","KG","01","Maritime","201307","2013","18062010 - Chocolate and sugar confectionery containing cocoa","2280","91136","EUROPE"
"Imports","DBN","Durban","BE","Belgium","ZA","South Africa","18062010","KG","01","Maritime","201307","2013","18062010 - Chocolate and sugar confectionery containing cocoa","87587","3722371","EUROPE"
"Imports","DBN","Durban","CN","China","ZA","South Africa","18062010","KG","01","Maritime","201307","2013","18062010 - Chocolate and sugar confectionery containing cocoa","3091.23","46490","ASIA"
"Imports","DBN","Durban","MY","Malaysia","ZA","South Africa","18062010","KG","01","Maritime","201307","2013","18062010 - Chocolate and sugar confectionery containing cocoa","12000","348031","ASIA"
"Imports","DBN","Durban","SG","Singapore","ZA","South Africa","18062010","KG","01","Maritime","201307","2013","18062010 - Chocolate and sugar confectionery containing cocoa","14275","622793","ASIA"
"Imports","DFM","Cape Town Int Airport","SG","Singapore","ZA","South Africa","18062010","KG","04","Air","201307","2013","18062010 - Chocolate and sugar confectionery containing cocoa","200","4427","ASIA"
"Imports","JSA","O.R. Tambo Int Airport","BE","Belgium","ZA","South Africa","18062010","KG","04","Air","201307","2013","18062010 - Chocolate and sugar confectionery containing cocoa","1192.6","46712","EUROPE"
"Imports","JSA","O.R. Tambo Int Airport","AU","Australia","ZA","South Africa","18062010","KG","04","Air","201307","2013","18062010 - Chocolate and sugar confectionery containing cocoa","15000","235388","OCEANIA"
"Imports","JSA","O.R. Tambo Int Airport","DE","Germany","ZA","South Africa","18062010","KG","04","Air","201307","2013","18062010 - Chocolate and sugar confectionery containing cocoa","20","2707","EUROPE"
"Imports","JSA","O.R. Tambo Int Airport","IT","Italy","ZA","South Africa","18062010","KG","04","Air","201307","2013","18062010 - Chocolate and sugar confectionery containing cocoa","8107","1007249","EUROPE"
"Imports","OSH","Oshoek","SZ","Swaziland","ZA","South Africa","18062010","KG","03","Road","201307","2013","18062010 - Chocolate and sugar confectionery containing cocoa","280.71","43035","AFRICA"
"Imports","CTN","Cape Town","BR","Brazil","ZA","South Africa","18062010","KG","01","Maritime","201308","2013","18062010 - Chocolate and sugar confectionery containing cocoa","3852.99","93123","AMERICA"
"Imports","CTN","Cape Town","AR","Argentina","ZA","South Africa","18062010","KG","01","Maritime","201308","2013","18062010 - Chocolate and sugar confectionery containing cocoa","6132","39661","AMERICA"
"Imports","CTN","Cape Town","CH","Switzerland","ZA","South Africa","18062010","KG","01","Maritime","201308","2013","18062010 - Chocolate and sugar confectionery containing cocoa","800","36918","EUROPE"
"Imports","DBN","Durban","BE","Belgium","ZA","South Africa","18062010","KG","01","Maritime","201308","2013","18062010 - Chocolate and sugar confectionery containing cocoa","65280","2392920","EUROPE"
"Imports","DBN","Durban","ES","Spain","ZA","South Africa","18062010","KG","01","Maritime","201308","2013","18062010 - Chocolate and sugar confectionery containing cocoa","1000","37877","EUROPE"
"Imports","DBN","Durban","GB","United Kingdom","ZA","South Africa","18062010","KG","01","Maritime","201308","2013","18062010 - Chocolate and sugar confectionery containing cocoa","7537","466073","EUROPE"
"Imports","DBN","Durban","SG","Singapore","ZA","South Africa","18062010","KG","01","Maritime","201308","2013","18062010 - Chocolate and sugar confectionery containing cocoa","77700","2595421","ASIA"
"Imports","DFM","Cape Town Int Airport","BE","Belgium","ZA","South Africa","18062010","KG","04","Air","201308","2013","18062010 - Chocolate and sugar confectionery containing cocoa","28","11521","EUROPE"
"Imports","DFM","Cape Town Int Airport","FR","France","ZA","South Africa","18062010","KG","04","Air","201308","2013","18062010 - Chocolate and sugar confectionery containing cocoa","72","8537","EUROPE"
"Imports","JHB","Johannesburg","BE","Belgium","ZA","South Africa","18062010","KG","01","Maritime","201308","2013","18062010 - Chocolate and sugar confectionery containing cocoa","5200","240790","EUROPE"
"Imports","JHB","Johannesburg","IT","Italy","ZA","South Africa","18062010","KG","01","Maritime","201308","2013","18062010 - Chocolate and sugar confectionery containing cocoa","4000","185188","EUROPE"
"Imports","JHB","Johannesburg","NL","Netherlands","ZA","South Africa","18062010","KG","01","Maritime","201308","2013","18062010 - Chocolate and sugar confectionery containing cocoa","52.48","3724","EUROPE"
"Imports","JHB","Johannesburg","PL","Poland","ZA","South Africa","18062010","KG","01","Maritime","201308","2013","18062010 - Chocolate and sugar confectionery containing cocoa","7800","291135","EUROPE"
"Imports","JSA","O.R. Tambo Int Airport","IT","Italy","ZA","South Africa","18062010","KG","04","Air","201308","2013","18062010 - Chocolate and sugar confectionery containing cocoa","1616","70806","EUROPE"
"Imports","JSA","O.R. Tambo Int Airport","US","United States","ZA","South Africa","18062010","KG","04","Air","201308","2013","18062010 - Chocolate and sugar confectionery containing cocoa","181","14164","AMERICA"
"Imports","NAR","Narogas","NA","Namibia","ZA","South Africa","18062010","KG","03","Road","201308","2013","18062010 - Chocolate and sugar confectionery containing cocoa","0.5","54","AFRICA"
"Imports","OSH","Oshoek","SZ","Swaziland","ZA","South Africa","18062010","KG","03","Road","201308","2013","18062010 - Chocolate and sugar confectionery containing cocoa","12899.16","49324","AFRICA"
"Imports","DBN","Durban","EG","Egypt","ZA","South Africa","18062010","KG","01","Maritime","201205","2012","18062010 - Chocolate and sugar confectionery containing cocoa","381.97","7596","AFRICA"
"Imports","DBN","Durban","GB","United Kingdom","ZA","South Africa","18062010","KG","01","Maritime","201205","2012","18062010 - Chocolate and sugar confectionery containing cocoa","400","16012","EUROPE"
"Imports","DBN","Durban","IT","Italy","ZA","South Africa","18062010","KG","01","Maritime","201205","2012","18062010 - Chocolate and sugar confectionery containing cocoa","18240","835716","EUROPE"
"Imports","DBN","Durban","MY","Malaysia","ZA","South Africa","18062010","KG","01","Maritime","201205","2012","18062010 - Chocolate and sugar confectionery containing cocoa","12000","278656","ASIA"
"Imports","DBN","Durban","SG","Singapore","ZA","South Africa","18062010","KG","01","Maritime","201205","2012","18062010 - Chocolate and sugar confectionery containing cocoa","93400","2460452","ASIA"
"Imports","DFM","Cape Town Int Airport","FR","France","ZA","South Africa","18062010","KG","04","Air","201205","2012","18062010 - Chocolate and sugar confectionery containing cocoa","468.81","42833","EUROPE"
"Imports","DFM","Cape Town Int Airport","NZ","New Zealand","ZA","South Africa","18062010","KG","04","Air","201205","2012","18062010 - Chocolate and sugar confectionery containing cocoa","6","784","OCEANIA"
"Imports","JHB","Johannesburg","PL","Poland","ZA","South Africa","18062010","KG","01","Maritime","201205","2012","18062010 - Chocolate and sugar confectionery containing cocoa","8475","270038","EUROPE"
"Imports","JSA","O.R. Tambo Int Airport","BE","Belgium","ZA","South Africa","18062010","KG","04","Air","201205","2012","18062010 - Chocolate and sugar confectionery containing cocoa","300","21505","EUROPE"
"Imports","JSA","O.R. Tambo Int Airport","NZ","New Zealand","ZA","South Africa","18062010","KG","04","Air","201205","2012","18062010 - Chocolate and sugar confectionery containing cocoa","4","33","OCEANIA"
"Imports","MSB","Maseru Bridge","LS","Lesotho","ZA","South Africa","18062010","KG","03","Road","201205","2012","18062010 - Chocolate and sugar confectionery containing cocoa","85","350","AFRICA"
"Imports","OSH","Oshoek","SZ","Swaziland","ZA","South Africa","18062010","KG","03","Road","201205","2012","18062010 - Chocolate and sugar confectionery containing cocoa","10","240","AFRICA"
"Imports","SKH","Skilpadshek","NA","Namibia","ZA","South Africa","18062010","KG","03","Road","201205","2012","18062010 - Chocolate and sugar confectionery containing cocoa","9","530","AFRICA"
"Imports","KFN","Kopfontein","BW","Botswana","ZA","South Africa","18062010","KG","03","Road","201206","2012","18062010 - Chocolate and sugar confectionery containing cocoa","20","3000","AFRICA"
"Imports","MSB","Maseru Bridge","LS","Lesotho","ZA","South Africa","18062010","KG","03","Road","201206","2012","18062010 - Chocolate and sugar confectionery containing cocoa","4","412","AFRICA"
"Imports","OSH","Oshoek","SZ","Swaziland","ZA","South Africa","18062010","KG","03","Road","201206","2012","18062010 - Chocolate and sugar confectionery containing cocoa","3","504","AFRICA"
"Imports","JSA","O.R. Tambo Int Airport","TR","Turkey","ZA","South Africa","18062010","KG","04","Air","201206","2012","18062010 - Chocolate and sugar confectionery containing cocoa","44","1070","ASIA"
"Imports","JSA","O.R. Tambo Int Airport","CH","Switzerland","ZA","South Africa","18062010","KG","04","Air","201206","2012","18062010 - Chocolate and sugar confectionery containing cocoa","8.4","1003","EUROPE"
"Imports","JHB","Johannesburg","PL","Poland","ZA","South Africa","18062010","KG","01","Maritime","201206","2012","18062010 - Chocolate and sugar confectionery containing cocoa","11100","354479","EUROPE"
"Imports","JHB","Johannesburg","BE","Belgium","ZA","South Africa","18062010","KG","01","Maritime","201206","2012","18062010 - Chocolate and sugar confectionery containing cocoa","18000","674817","EUROPE"
"Imports","DFM","Cape Town Int Airport","GB","United Kingdom","ZA","South Africa","18062010","KG","04","Air","201206","2012","18062010 - Chocolate and sugar confectionery containing cocoa","1","2415","EUROPE"
"Imports","DFM","Cape Town Int Airport","BE","Belgium","ZA","South Africa","18062010","KG","04","Air","201206","2012","18062010 - Chocolate and sugar confectionery containing cocoa","39.86","16231","EUROPE"
"Imports","DBN","Durban","SG","Singapore","ZA","South Africa","18062010","KG","01","Maritime","201206","2012","18062010 - Chocolate and sugar confectionery containing cocoa","89000","2584990","ASIA"
"Imports","DBN","Durban","BE","Belgium","ZA","South Africa","18062010","KG","01","Maritime","201206","2012","18062010 - Chocolate and sugar confectionery containing cocoa","45188.7","1257734","EUROPE"
"Imports","CTN","Cape Town","BR","Brazil","ZA","South Africa","18062010","KG","01","Maritime","201206","2012","18062010 - Chocolate and sugar confectionery containing cocoa","2504","49992","AMERICA"
"Imports","CTN","Cape Town","ES","Spain","ZA","South Africa","18062010","KG","01","Maritime","201207","2012","18062010 - Chocolate and sugar confectionery containing cocoa","8800","217476","EUROPE"
"Imports","CTN","Cape Town","PL","Poland","ZA","South Africa","18062010","KG","01","Maritime","201207","2012","18062010 - Chocolate and sugar confectionery containing cocoa","1200","26560","EUROPE"
"Imports","DBN","Durban","BE","Belgium","ZA","South Africa","18062010","KG","01","Maritime","201207","2012","18062010 - Chocolate and sugar confectionery containing cocoa","50780","1748541","EUROPE"
"Imports","DBN","Durban","MY","Malaysia","ZA","South Africa","18062010","KG","01","Maritime","201207","2012","18062010 - Chocolate and sugar confectionery containing cocoa","12000","271368","ASIA"
"Imports","DBN","Durban","TR","Turkey","ZA","South Africa","18062010","KG","01","Maritime","201207","2012","18062010 - Chocolate and sugar confectionery containing cocoa","16780","335003","ASIA"
"Imports","DBN","Durban","SG","Singapore","ZA","South Africa","18062010","KG","01","Maritime","201207","2012","18062010 - Chocolate and sugar confectionery containing cocoa","71000","1837146","ASIA"
"Imports","DFM","Cape Town Int Airport","AE","United Arab Emirates","ZA","South Africa","18062010","KG","04","Air","201207","2012","18062010 - Chocolate and sugar confectionery containing cocoa","125","69836","ASIA"
"Imports","DFM","Cape Town Int Airport","FR","France","ZA","South Africa","18062010","KG","04","Air","201207","2012","18062010 - Chocolate and sugar confectionery containing cocoa","307.46","25496","EUROPE"
"Imports","DFM","Cape Town Int Airport","DE","Germany","ZA","South Africa","18062010","KG","04","Air","201207","2012","18062010 - Chocolate and sugar confectionery containing cocoa","11","559","EUROPE"
"Imports","JHB","Johannesburg","CH","Switzerland","ZA","South Africa","18062010","KG","01","Maritime","201207","2012","18062010 - Chocolate and sugar confectionery containing cocoa","55","5910","EUROPE"
"Imports","JHB","Johannesburg","BE","Belgium","ZA","South Africa","18062010","KG","01","Maritime","201207","2012","18062010 - Chocolate and sugar confectionery containing cocoa","9000","343582","EUROPE"
"Imports","JHB","Johannesburg","GB","United Kingdom","ZA","South Africa","18062010","KG","01","Maritime","201207","2012","18062010 - Chocolate and sugar confectionery containing cocoa","20","3374","EUROPE"
"Imports","JSA","O.R. Tambo Int Airport","BE","Belgium","ZA","South Africa","18062010","KG","04","Air","201207","2012","18062010 - Chocolate and sugar confectionery containing cocoa","1000","60984","EUROPE"
"Imports","JSA","O.R. Tambo Int Airport","US","United States","ZA","South Africa","18062010","KG","04","Air","201207","2012","18062010 - Chocolate and sugar confectionery containing cocoa","1580.5","180801","AMERICA"
"Imports","JSA","O.R. Tambo Int Airport","SG","Singapore","ZA","South Africa","18062010","KG","04","Air","201207","2012","18062010 - Chocolate and sugar confectionery containing cocoa","600","14695","ASIA"
"Imports","MSB","Maseru Bridge","LS","Lesotho","ZA","South Africa","18062010","KG","03","Road","201207","2012","18062010 - Chocolate and sugar confectionery containing cocoa","28","166","AFRICA"
"Imports","CTN","Cape Town","BR","Brazil","ZA","South Africa","18062010","KG","01","Maritime","201208","2012","18062010 - Chocolate and sugar confectionery containing cocoa","3621.91","43105","AMERICA"
"Imports","CTN","Cape Town","FR","France","ZA","South Africa","18062010","KG","01","Maritime","201208","2012","18062010 - Chocolate and sugar confectionery containing cocoa","2490.32","224314","EUROPE"
"Imports","CTN","Cape Town","CH","Switzerland","ZA","South Africa","18062010","KG","01","Maritime","201208","2012","18062010 - Chocolate and sugar confectionery containing cocoa","2440","105022","EUROPE"
"Imports","DBN","Durban","AR","Argentina","ZA","South Africa","18062010","KG","01","Maritime","201208","2012","18062010 - Chocolate and sugar confectionery containing cocoa","2716.8","30263","AMERICA"
"Imports","CTN","Cape Town","IT","Italy","ZA","South Africa","18062010","KG","01","Maritime","201208","2012","18062010 - Chocolate and sugar confectionery containing cocoa","1200","54495","EUROPE"
"Imports","DBN","Durban","BE","Belgium","ZA","South Africa","18062010","KG","01","Maritime","201208","2012","18062010 - Chocolate and sugar confectionery containing cocoa","65215","1863531","EUROPE"
"Imports","DBN","Durban","CH","Switzerland","ZA","South Africa","18062010","KG","01","Maritime","201208","2012","18062010 - Chocolate and sugar confectionery containing cocoa","2160","97508","EUROPE"
"Imports","DBN","Durban","IT","Italy","ZA","South Africa","18062010","KG","01","Maritime","201208","2012","18062010 - Chocolate and sugar confectionery containing cocoa","16450","682547","EUROPE"
"Imports","DBN","Durban","SG","Singapore","ZA","South Africa","18062010","KG","01","Maritime","201208","2012","18062010 - Chocolate and sugar confectionery containing cocoa","34745.47","1002385","ASIA"
"Imports","DBN","Durban","PL","Poland","ZA","South Africa","18062010","KG","01","Maritime","201208","2012","18062010 - Chocolate and sugar confectionery containing cocoa","5000","74780","EUROPE"
"Imports","DFM","Cape Town Int Airport","AE","United Arab Emirates","ZA","South Africa","18062010","KG","04","Air","201208","2012","18062010 - Chocolate and sugar confectionery containing cocoa","282.5","58729","ASIA"
"Imports","JHB","Johannesburg","CN","China","ZA","South Africa","18062010","KG","01","Maritime","201208","2012","18062010 - Chocolate and sugar confectionery containing cocoa","1535.76","30185","ASIA"
"Imports","JHB","Johannesburg","BE","Belgium","ZA","South Africa","18062010","KG","01","Maritime","201208","2012","18062010 - Chocolate and sugar confectionery containing cocoa","4000","16282","EUROPE"
"Imports","JHB","Johannesburg","IT","Italy","ZA","South Africa","18062010","KG","01","Maritime","201208","2012","18062010 - Chocolate and sugar confectionery containing cocoa","10400","485827","EUROPE"
"Imports","JHB","Johannesburg","PL","Poland","ZA","South Africa","18062010","KG","01","Maritime","201208","2012","18062010 - Chocolate and sugar confectionery containing cocoa","10200","318590","EUROPE"
"Imports","JSA","O.R. Tambo Int Airport","GB","United Kingdom","ZA","South Africa","18062010","KG","04","Air","201208","2012","18062010 - Chocolate and sugar confectionery containing cocoa","4","712","EUROPE"
"Imports","JSA","O.R. Tambo Int Airport","IL","Israel","ZA","South Africa","18062010","KG","04","Air","201208","2012","18062010 - Chocolate and sugar confectionery containing cocoa","65.23","3689","ASIA"
"Imports","JSA","O.R. Tambo Int Airport","US","United States","ZA","South Africa","18062010","KG","04","Air","201208","2012","18062010 - Chocolate and sugar confectionery containing cocoa","0.5","59","AMERICA"
"Imports","LBA","King Shaka Int Airport","AE","United Arab Emirates","ZA","South Africa","18062010","KG","04","Air","201208","2012","18062010 - Chocolate and sugar confectionery containing cocoa","120","3332","ASIA"
"Imports","KFN","Kopfontein","ZA","South Africa","ZA","South Africa","18062010","KG","03","Road","201208","2012","18062010 - Chocolate and sugar confectionery containing cocoa","2500","39413","AFRICA"
"Imports","MSB","Maseru Bridge","LS","Lesotho","ZA","South Africa","18062010","KG","03","Road","201309","2013","18062010 - Chocolate and sugar confectionery containing cocoa","12.6","1225","AFRICA"
"Imports","OSH","Oshoek","SZ","Swaziland","ZA","South Africa","18062010","KG","03","Road","201309","2013","18062010 - Chocolate and sugar confectionery containing cocoa","196.5","7185","AFRICA"
"Imports","JSA","O.R. Tambo Int Airport","EG","Egypt","ZA","South Africa","18062010","KG","04","Air","201309","2013","18062010 - Chocolate and sugar confectionery containing cocoa","31.93","209","AFRICA"
"Imports","JHB","Johannesburg","IT","Italy","ZA","South Africa","18062010","KG","01","Maritime","201309","2013","18062010 - Chocolate and sugar confectionery containing cocoa","15100","974074","EUROPE"
"Imports","JHB","Johannesburg","BE","Belgium","ZA","South Africa","18062010","KG","01","Maritime","201309","2013","18062010 - Chocolate and sugar confectionery containing cocoa","1880","89507","EUROPE"
"Imports","DBN","Durban","MY","Malaysia","ZA","South Africa","18062010","KG","01","Maritime","201309","2013","18062010 - Chocolate and sugar confectionery containing cocoa","11000","320759","ASIA"
"Imports","DBN","Durban","NL","Netherlands","ZA","South Africa","18062010","KG","01","Maritime","201309","2013","18062010 - Chocolate and sugar confectionery containing cocoa","23744","1227677","EUROPE"
"Imports","DBN","Durban","SG","Singapore","ZA","South Africa","18062010","KG","01","Maritime","201309","2013","18062010 - Chocolate and sugar confectionery containing cocoa","40400","1307667","ASIA"
"Imports","DBN","Durban","ID","Indonesia","ZA","South Africa","18062010","KG","01","Maritime","201309","2013","18062010 - Chocolate and sugar confectionery containing cocoa","18000","978925","ASIA"
"Imports","DBN","Durban","GB","United Kingdom","ZA","South Africa","18062010","KG","01","Maritime","201309","2013","18062010 - Chocolate and sugar confectionery containing cocoa","27833.1","2367403","EUROPE"
"Imports","DBN","Durban","ES","Spain","ZA","South Africa","18062010","KG","01","Maritime","201309","2013","18062010 - Chocolate and sugar confectionery containing cocoa","2000","83157","EUROPE"
"Imports","DBN","Durban","CH","Switzerland","ZA","South Africa","18062010","KG","01","Maritime","201309","2013","18062010 - Chocolate and sugar confectionery containing cocoa","64","8185","EUROPE"
"Imports","DBN","Durban","CN","China","ZA","South Africa","18062010","KG","01","Maritime","201309","2013","18062010 - Chocolate and sugar confectionery containing cocoa","3181.48","68081","ASIA"
"Imports","DBN","Durban","BE","Belgium","ZA","South Africa","18062010","KG","01","Maritime","201309","2013","18062010 - Chocolate and sugar confectionery containing cocoa","77671.14","3964465","EUROPE"
"Imports","CTN","Cape Town","BR","Brazil","ZA","South Africa","18062010","KG","01","Maritime","201309","2013","18062010 - Chocolate and sugar confectionery containing cocoa","2950","62406","AMERICA"
"Imports","CTN","Cape Town","CH","Switzerland","ZA","South Africa","18062010","KG","01","Maritime","201309","2013","18062010 - Chocolate and sugar confectionery containing cocoa","3100","150841","EUROPE"
"Imports","CTN","Cape Town","BR","Brazil","ZA","South Africa","18062010","KG","01","Maritime","201310","2013","18062010 - Chocolate and sugar confectionery containing cocoa","1500","23721","AMERICA"
"Imports","CTN","Cape Town","BE","Belgium","ZA","South Africa","18062010","KG","01","Maritime","201310","2013","18062010 - Chocolate and sugar confectionery containing cocoa","3672","246602","EUROPE"
"Imports","CTN","Cape Town","CH","Switzerland","ZA","South Africa","18062010","KG","01","Maritime","201310","2013","18062010 - Chocolate and sugar confectionery containing cocoa","1506","76119","EUROPE"
"Imports","CTN","Cape Town","FR","France","ZA","South Africa","18062010","KG","01","Maritime","201310","2013","18062010 - Chocolate and sugar confectionery containing cocoa","5233","525262","EUROPE"
"Imports","DBN","Durban","BE","Belgium","ZA","South Africa","18062010","KG","01","Maritime","201310","2013","18062010 - Chocolate and sugar confectionery containing cocoa","95696.8","4064379","EUROPE"
"Imports","DBN","Durban","CH","Switzerland","ZA","South Africa","18062010","KG","01","Maritime","201310","2013","18062010 - Chocolate and sugar confectionery containing cocoa","4020","197295","EUROPE"
"Imports","DBN","Durban","CG","Congo","ZA","South Africa","18062010","KG","01","Maritime","201310","2013","18062010 - Chocolate and sugar confectionery containing cocoa","1200","87181","AFRICA"
"Imports","DBN","Durban","GB","United Kingdom","ZA","South Africa","18062010","KG","01","Maritime","201310","2013","18062010 - Chocolate and sugar confectionery containing cocoa","9962","707393","EUROPE"
"Imports","DBN","Durban","FR","France","ZA","South Africa","18062010","KG","01","Maritime","201310","2013","18062010 - Chocolate and sugar confectionery containing cocoa","2335.86","138527","EUROPE"
